customerkey,prefix,firstname,lastname,birthdate,maritalstatus,gender,emailaddress,annualincome,totalchildren,educationlevel,occupation,homeowner,fullname,age,incomecategory
26680,Mrs.,Melissa,Powell,1956-11-12,Single,Female,melissa3@adventure-works.com,80000.0,2,Partial High School,Skilled Manual,No,Melissa Powell,69,Medium
26681,Mr.,Zachary,Jackson,1956-04-03,Single,Male,zachary42@adventure-works.com,60000.0,2,High School,Professional,Yes,Zachary Jackson,70,Medium
26682,Mr.,Richard,Diaz,1965-02-01,Married,Male,richard77@adventure-works.com,90000.0,4,Partial College,Professional,Yes,Richard Diaz,61,Medium
26683,Mrs.,Mariah,Simmons,1965-02-03,Single,Female,mariah20@adventure-works.com,90000.0,4,Partial College,Professional,Yes,Mariah Simmons,61,Medium
26684,Mr.,Dustin,Andersen,1965-11-22,Married,Male,dustin13@adventure-works.com,110000.0,2,Bachelors,Management,Yes,Dustin Andersen,60,High
26685,Mr.,Noah,Baker,1965-06-21,Single,Male,noah43@adventure-works.com,130000.0,1,Graduate Degree,Management,No,Noah Baker,60,High
26686,Mr.,Christian,Washington,1964-04-15,Married,Male,christian28@adventure-works.com,80000.0,4,Bachelors,Management,No,Christian Washington,62,Medium
26687,Mr.,Marshall,Xu,1964-10-10,Married,Male,marshall26@adventure-works.com,80000.0,4,Partial College,Professional,Yes,Marshall Xu,61,Medium
26688,Mrs.,Brittney,Xu,1964-03-25,Married,Female,brittney11@adventure-works.com,80000.0,4,Partial College,Professional,Yes,Brittney Xu,62,Medium
26689,Mr.,Arthur,Gill,1964-05-19,Single,Male,arthur38@adventure-works.com,110000.0,3,Bachelors,Management,No,Arthur Gill,62,High
26690,Mrs.,Alexia,Bennett,1964-09-11,Married,Female,alexia1@adventure-works.com,110000.0,3,Bachelors,Management,Yes,Alexia Bennett,61,High
26691,Mrs.,Tina,Suri,1964-12-06,Single,Female,tina2@adventure-works.com,110000.0,4,Bachelors,Management,No,Tina Suri,61,High
26692,Mrs.,Isabella,Brown,1956-05-17,Married,Female,isabella61@adventure-works.com,70000.0,3,Partial College,Professional,Yes,Isabella Brown,70,Medium
26693,Mr.,Charles,Perez,1956-10-16,Married,Male,charles40@adventure-works.com,70000.0,3,Partial College,Professional,Yes,Charles Perez,69,Medium
26694,Mr.,Aaron,Hughes,1956-06-20,Single,Male,aaron10@adventure-works.com,80000.0,3,Partial College,Professional,Yes,Aaron Hughes,69,Medium
26695,Mrs.,Jocelyn,Diaz,1956-09-14,Married,Female,jocelyn21@adventure-works.com,80000.0,3,Partial College,Professional,Yes,Jocelyn Diaz,69,Medium
26696,Mrs.,Robyn,Suarez,1955-10-15,Single,Female,robyn15@adventure-works.com,80000.0,2,Partial High School,Skilled Manual,Yes,Robyn Suarez,70,Medium
26697,Mr.,Manuel,Arun,1963-01-14,Married,Male,manuel5@adventure-works.com,100000.0,0,Partial College,Professional,Yes,Manuel Arun,63,High
26698,Mrs.,Brooke,Rivera,1963-10-04,Married,Female,brooke14@adventure-works.com,120000.0,4,Partial College,Professional,Yes,Brooke Rivera,62,High
26699,Mrs.,Joan,Coleman,1962-10-10,Single,Female,joan20@adventure-works.com,80000.0,5,Partial College,Professional,Yes,Joan Coleman,63,Medium
26700,Mrs.,Sydney,Ramirez,1962-12-03,Single,Female,sydney17@adventure-works.com,80000.0,5,Partial College,Professional,Yes,Sydney Ramirez,63,Medium
26702,Mrs.,Cynthia,Arun,1962-04-04,Married,Female,cynthia11@adventure-works.com,90000.0,5,Partial College,Professional,Yes,Cynthia Arun,64,Medium
26703,Mr.,Wyatt,Miller,1962-08-20,Married,Male,wyatt6@adventure-works.com,100000.0,1,Partial College,Professional,Yes,Wyatt Miller,63,High
26704,Mr.,Frank,Alvarez,1962-09-11,Single,Male,frank35@adventure-works.com,110000.0,1,Bachelors,Management,No,Frank Alvarez,63,High
26705,Mr.,Eric,Jenkins,1962-02-21,Single,Male,eric15@adventure-works.com,150000.0,1,Partial College,Professional,No,Eric Jenkins,64,High
26706,Mrs.,Bailey,Mitchell,1961-01-16,Married,Female,bailey31@adventure-works.com,70000.0,5,Partial College,Professional,No,Bailey Mitchell,65,Medium
26707,Mrs.,Sydney,Brooks,1961-04-26,Married,Female,sydney20@adventure-works.com,110000.0,1,Bachelors,Management,No,Sydney Brooks,65,High
26708,Mrs.,Katherine,Washington,1961-11-19,Single,Female,katherine39@adventure-works.com,110000.0,1,Partial College,Professional,No,Katherine Washington,64,High
26709,Mrs.,Mary,King,1955-07-12,Single,Female,mary32@adventure-works.com,80000.0,2,Partial High School,Skilled Manual,No,Mary King,70,Medium
26710,Mrs.,Jan,Green,1955-11-25,Married,Female,jan14@adventure-works.com,60000.0,2,High School,Professional,Yes,Jan Green,70,Medium
26711,Mrs.,Mya,Bryant,1955-07-25,Single,Female,mya18@adventure-works.com,60000.0,2,High School,Professional,No,Mya Bryant,70,Medium
26712,Mrs.,Ashley,Wilson,1954-03-06,Single,Female,ashley7@adventure-works.com,70000.0,2,Partial High School,Skilled Manual,No,Ashley Wilson,72,Medium
26713,Mrs.,Stephanie,Edwards,1954-03-26,Married,Female,stephanie51@adventure-works.com,70000.0,2,Partial High School,Skilled Manual,Yes,Stephanie Edwards,72,Medium
26714,Mrs.,Angela,Long,1954-02-22,Single,Female,angela12@adventure-works.com,70000.0,2,Partial High School,Skilled Manual,No,Angela Long,72,Medium
26715,Mrs.,Gabriella,Bell,1954-06-13,Married,Female,gabriella12@adventure-works.com,70000.0,2,Partial High School,Skilled Manual,Yes,Gabriella Bell,71,Medium
26716,Mrs.,Megan,Smith,1935-11-20,Married,Female,megan3@adventure-works.com,30000.0,4,High School,Professional,Yes,Megan Smith,90,Low
26717,Mr.,David,Simpson,1935-02-27,Married,Male,david24@adventure-works.com,40000.0,3,Partial College,Professional,Yes,David Simpson,91,Low
26718,Mr.,Richard,Flores,1936-05-13,Married,Male,richard67@adventure-works.com,100000.0,2,Graduate Degree,Management,Yes,Richard Flores,90,High
26719,Mrs.,Tamara,Li,1960-02-25,Single,Female,tamara34@adventure-works.com,80000.0,5,Partial College,Professional,No,Tamara Li,66,Medium
26720,Mr.,Seth,Watson,1960-05-07,Married,Male,seth73@adventure-works.com,100000.0,0,Partial College,Professional,Yes,Seth Watson,66,High
26721,Ms.,Paula,Jimenez,1960-09-20,Single,Female,paula8@adventure-works.com,100000.0,0,Partial College,Professional,No,Paula Jimenez,65,High
26722,Mrs.,Alexandra,Mcdonald,1960-10-08,Married,Female,alexandra81@adventure-works.com,110000.0,4,Partial College,Professional,Yes,Alexandra Mcdonald,65,High
26723,Mr.,Devin,Kelly,1960-09-01,Single,Male,devin64@adventure-works.com,170000.0,1,Bachelors,Management,No,Devin Kelly,65,High
26724,Mrs.,Sydney,Edwards,1954-09-22,Single,Female,sydney45@adventure-works.com,60000.0,2,Partial High School,Skilled Manual,Yes,Sydney Edwards,71,Medium
26725,Mrs.,Alexis,Smith,1954-05-06,Married,Female,alexis0@adventure-works.com,60000.0,2,Partial High School,Skilled Manual,Yes,Alexis Smith,72,Medium
26726,Mrs.,Danielle,Rivera,1954-04-14,Single,Female,danielle19@adventure-works.com,60000.0,2,Partial High School,Skilled Manual,No,Danielle Rivera,72,Medium
26727,Mr.,Jose,Clark,1954-06-16,Married,Male,jose80@adventure-works.com,70000.0,3,High School,Professional,Yes,Jose Clark,71,Medium
26728,Mr.,Elijah,Roberts,1953-02-02,Single,Male,elijah33@adventure-works.com,70000.0,3,Graduate Degree,Management,No,Elijah Roberts,73,Medium
26729,Mr.,Brian,Gray,1953-01-12,Single,Male,brian18@adventure-works.com,70000.0,3,Graduate Degree,Management,No,Brian Gray,73,Medium
26730,Mrs.,Rachel,Sanchez,1952-04-27,Single,Female,rachel28@adventure-works.com,40000.0,3,Partial College,Professional,Yes,Rachel Sanchez,74,Low
26731,Mr.,Ethan,Clark,1952-04-10,Married,Male,ethan36@adventure-works.com,40000.0,3,Partial College,Professional,No,Ethan Clark,74,Low
26732,Mr.,Martin,Rienstra,1952-08-12,Single,Male,martin2@adventure-works.com,40000.0,3,Partial College,Professional,Yes,Martin Rienstra,73,Low
26733,Mr.,Benjamin,Smith,1951-09-23,Married,Male,benjamin46@adventure-works.com,40000.0,3,Partial College,Professional,Yes,Benjamin Smith,74,Low
26734,Mrs.,Morgan,Powell,1951-02-16,Married,Female,morgan78@adventure-works.com,40000.0,3,Partial College,Professional,No,Morgan Powell,75,Low
26735,Mrs.,Grace,White,1951-02-14,Single,Female,grace12@adventure-works.com,40000.0,3,Partial College,Professional,No,Grace White,75,Low
26736,Mrs.,Lacey,Xu,1949-09-23,Single,Female,lacey24@adventure-works.com,30000.0,4,High School,Professional,Yes,Lacey Xu,76,Low
26737,Mrs.,Katherine,Young,1949-09-23,Single,Female,katherine98@adventure-works.com,40000.0,4,Partial College,Professional,Yes,Katherine Young,76,Low
26738,Mrs.,Katherine,Simmons,1949-05-10,Single,Female,katherine41@adventure-works.com,40000.0,4,High School,Professional,Yes,Katherine Simmons,77,Low
26739,Mr.,Corey,Shen,1964-05-12,Married,Male,corey2@adventure-works.com,60000.0,4,Bachelors,Professional,Yes,Corey Shen,62,Medium
26740,Mr.,Donald,Lopez,1963-11-21,Married,Male,donald18@adventure-works.com,60000.0,3,Bachelors,Professional,No,Donald Lopez,62,Medium
26741,Mrs.,Nichole,Pal,1967-08-18,Married,Female,nichole12@adventure-works.com,90000.0,3,Bachelors,Professional,Yes,Nichole Pal,58,Medium
26742,Mr.,James,Collins,1927-03-09,Married,Male,james52@adventure-works.com,70000.0,3,Partial College,Skilled Manual,Yes,James Collins,99,Medium
26743,Mr.,Derek,Chande,1962-04-14,Single,Male,derek13@adventure-works.com,70000.0,1,Partial College,Skilled Manual,Yes,Derek Chande,64,Medium
26744,Mr.,Mitchell,Yuan,1962-08-12,Married,Male,mitchell6@adventure-works.com,60000.0,1,Bachelors,Professional,Yes,Mitchell Yuan,63,Medium
26745,Mrs.,Valerie,Huang,1962-11-20,Married,Female,valerie7@adventure-works.com,60000.0,1,Bachelors,Professional,Yes,Valerie Huang,63,Medium
26746,Mrs.,Amber,Adams,1961-02-04,Single,Female,amber16@adventure-works.com,60000.0,1,Partial College,Skilled Manual,No,Amber Adams,65,Medium
26747,Mrs.,Candice,Cai,1961-01-05,Single,Female,candice5@adventure-works.com,60000.0,1,Partial College,Skilled Manual,No,Candice Cai,65,Medium
26748,Ms.,Stacey,She,1966-03-18,Single,Female,stacey24@adventure-works.com,100000.0,0,Graduate Degree,Management,No,Stacey She,60,High
26749,Mr.,Rafael,Sun,1966-09-04,Married,Male,rafael14@adventure-works.com,100000.0,0,Bachelors,Professional,No,Rafael Sun,59,High
26750,Mr.,Randall,Alvarez,1960-02-09,Single,Male,randall6@adventure-works.com,60000.0,1,Partial College,Skilled Manual,No,Randall Alvarez,66,Medium
26751,Mrs.,Mallory,Serrano,1960-07-25,Single,Female,mallory3@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Mallory Serrano,65,Medium
26752,Mr.,Henry,Perez,1960-09-18,Married,Male,henry22@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Henry Perez,65,Medium
26753,Mrs.,Summer,Patel,1960-07-23,Single,Female,summer3@adventure-works.com,60000.0,1,Partial College,Skilled Manual,No,Summer Patel,65,Medium
26754,Mrs.,Candice,Zimmerman,1960-10-02,Single,Female,candice3@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Candice Zimmerman,65,Medium
26755,Mr.,Brendan,Jai,1965-06-03,Married,Male,brendan9@adventure-works.com,80000.0,5,Bachelors,Professional,Yes,Brendan Jai,61,Medium
26756,Mrs.,Brooke,Gray,1965-08-27,Single,Female,brooke6@adventure-works.com,80000.0,5,Bachelors,Professional,Yes,Brooke Gray,60,Medium
26757,Mr.,Evan,Rivera,1959-03-14,Single,Male,evan18@adventure-works.com,90000.0,1,Bachelors,Professional,Yes,Evan Rivera,67,Medium
26758,Mr.,Damien,Zhang,1959-03-02,Single,Male,damien0@adventure-works.com,100000.0,5,Bachelors,Professional,Yes,Damien Zhang,67,High
26759,Ms.,Hailey,Allen,1963-02-28,Married,Female,hailey62@adventure-works.com,70000.0,0,Bachelors,Professional,No,Hailey Allen,63,Medium
26760,Ms.,Katherine,Butler,1963-10-18,Single,Female,katherine40@adventure-works.com,70000.0,0,Bachelors,Professional,No,Katherine Butler,62,Medium
26761,Mrs.,Tabitha,Prasad,1962-07-04,Married,Female,tabitha7@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Tabitha Prasad,63,Medium
26762,Mrs.,Rachael,Perez,1962-04-10,Married,Female,rachael20@adventure-works.com,70000.0,5,Partial College,Skilled Manual,No,Rachael Perez,64,Medium
26763,Mr.,Grant,Shen,1961-02-13,Married,Male,grant4@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Grant Shen,65,Medium
26764,Mr.,Alvin,Li,1961-02-09,Married,Male,alvin4@adventure-works.com,60000.0,1,Partial College,Skilled Manual,Yes,Alvin Li,65,Medium
26765,Mrs.,Dominique,Chandra,1961-03-03,Single,Female,dominique2@adventure-works.com,70000.0,5,Partial College,Skilled Manual,Yes,Dominique Chandra,65,Medium
26766,Mrs.,Jodi,Andersen,1961-09-11,Married,Female,jodi13@adventure-works.com,70000.0,5,Partial College,Skilled Manual,Yes,Jodi Andersen,64,Medium
26767,Mrs.,Alisha,Goel,1957-10-25,Single,Female,alisha44@adventure-works.com,70000.0,1,Partial College,Skilled Manual,No,Alisha Goel,68,Medium
26768,Mrs.,Cristina,Shen,1957-12-12,Married,Female,cristina2@adventure-works.com,70000.0,1,Partial College,Skilled Manual,Yes,Cristina Shen,68,Medium
26769,Mrs.,Holly,Sai,1936-05-20,Married,Female,holly7@adventure-works.com,40000.0,2,Bachelors,Management,Yes,Holly Sai,90,Low
26770,Mrs.,Katie,Ashe,1960-05-22,Married,Female,katie24@adventure-works.com,70000.0,5,Partial College,Skilled Manual,Yes,Katie Ashe,66,Medium
26774,Mrs.,Arianna,Ross,1957-09-13,Married,Female,arianna4@adventure-works.com,70000.0,1,Partial College,Skilled Manual,Yes,Arianna Ross,68,Medium
26775,Ms.,Riley,Bryant,1976-10-22,Married,Female,riley15@adventure-works.com,30000.0,0,High School,Skilled Manual,Yes,Riley Bryant,49,Low
26776,Ms.,Jenny,Guo,1976-09-25,Single,Female,jenny19@adventure-works.com,30000.0,0,High School,Skilled Manual,Yes,Jenny Guo,49,Low
26777,Mr.,Andrew,Clark,1975-02-17,Single,Male,andrew26@adventure-works.com,40000.0,0,High School,Skilled Manual,Yes,Andrew Clark,51,Low
26778,Ms.,Sierra,Perez,1975-06-10,Single,Female,sierra11@adventure-works.com,40000.0,0,High School,Skilled Manual,Yes,Sierra Perez,50,Low
26779,Ms.,Alexandra,Henderson,1980-06-12,Married,Female,alexandra28@adventure-works.com,30000.0,0,High School,Skilled Manual,No,Alexandra Henderson,45,Low
26782,Mr.,Seth,Lewis,1980-09-25,Single,Male,seth20@adventure-works.com,30000.0,0,High School,Skilled Manual,No,Seth Lewis,45,Low
26783,Mr.,Juan,Torres,1980-04-19,Married,Male,juan14@adventure-works.com,40000.0,0,High School,Skilled Manual,No,Juan Torres,46,Low
26784,Mr.,Walter,Torres,1946-10-07,Single,Male,walter5@adventure-works.com,10000.0,5,High School,Skilled Manual,Yes,Walter Torres,79,Low
26785,Mr.,Raul,Raje,1937-09-14,Married,Male,raul11@adventure-works.com,40000.0,2,Bachelors,Management,Yes,Raul Raje,88,Low
26786,Mr.,Seth,Smith,1978-05-01,Single,Male,seth0@adventure-works.com,30000.0,0,Partial High School,Clerical,No,Seth Smith,48,Low
26787,Mr.,Austin,Moore,1978-09-04,Single,Male,austin45@adventure-works.com,30000.0,0,Partial High School,Clerical,No,Austin Moore,47,Low
26788,Ms.,Destiny,Howard,1978-05-11,Single,Female,destiny37@adventure-works.com,40000.0,0,High School,Skilled Manual,No,Destiny Howard,48,Low
26789,Mr.,Chase,Morris,1978-11-10,Single,Male,chase19@adventure-works.com,40000.0,0,High School,Skilled Manual,No,Chase Morris,47,Low
26790,Ms.,Chloe,Cook,1977-02-21,Single,Female,chloe50@adventure-works.com,30000.0,0,Partial High School,Clerical,No,Chloe Cook,49,Low
26791,Mr.,Kelvin,Nath,1977-11-04,Single,Male,kelvin15@adventure-works.com,30000.0,0,Partial High School,Clerical,No,Kelvin Nath,48,Low
26792,Mr.,Casey,Torres,1977-06-06,Single,Male,casey35@adventure-works.com,30000.0,0,Partial High School,Clerical,No,Casey Torres,48,Low
26793,Mr.,Jesse,Nelson,1977-03-18,Single,Male,jesse34@adventure-works.com,40000.0,0,High School,Skilled Manual,Yes,Jesse Nelson,49,Low
26794,Ms.,Michele,Dominguez,1979-11-26,Married,Female,michele46@adventure-works.com,40000.0,0,High School,Skilled Manual,Yes,Michele Dominguez,46,Low
26795,Mr.,Elijah,Shan,1940-07-13,Married,Male,elijah5@adventure-works.com,40000.0,2,Bachelors,Management,Yes,Elijah Shan,85,Low
26797,Mr.,Marshall,Hu,1943-04-22,Single,Male,marshall18@adventure-works.com,40000.0,2,Bachelors,Management,No,Marshall Hu,83,Low
26798,Mr.,Jeremiah,Garcia,1976-01-11,Married,Male,jeremiah7@adventure-works.com,40000.0,0,High School,Skilled Manual,Yes,Jeremiah Garcia,50,Low
26799,Mr.,Ryan,Russell,1976-09-19,Married,Male,ryan23@adventure-works.com,40000.0,0,Partial College,Skilled Manual,Yes,Ryan Russell,49,Low
26800,Ms.,Lauren,Lewis,1976-10-07,Single,Female,lauren39@adventure-works.com,40000.0,0,Partial College,Skilled Manual,No,Lauren Lewis,49,Low
26801,Mr.,Wyatt,Washington,1976-07-19,Married,Male,wyatt63@adventure-works.com,60000.0,0,Partial College,Skilled Manual,Yes,Wyatt Washington,49,Medium
26803,Mr.,Xavier,Bennett,1974-02-07,Married,Male,xavier64@adventure-works.com,50000.0,0,Partial College,Skilled Manual,Yes,Xavier Bennett,52,Medium
26804,Ms.,Trinity,Sanders,1974-11-12,Single,Female,trinity3@adventure-works.com,50000.0,0,Partial College,Skilled Manual,Yes,Trinity Sanders,51,Medium
26805,Ms.,Alexandria,Reed,1973-10-09,Single,Female,alexandria41@adventure-works.com,60000.0,0,Partial College,Skilled Manual,No,Alexandria Reed,52,Medium
26806,Mr.,Caleb,Mitchell,1965-09-20,Married,Male,caleb41@adventure-works.com,50000.0,3,Bachelors,Skilled Manual,Yes,Caleb Mitchell,60,Medium
26807,Mr.,Angel,Hall,1965-09-12,Single,Male,angel43@adventure-works.com,50000.0,3,Bachelors,Skilled Manual,Yes,Angel Hall,60,Medium
26808,Mrs.,Kimberly,Howard,1965-01-26,Single,Female,kimberly15@adventure-works.com,50000.0,3,Bachelors,Skilled Manual,Yes,Kimberly Howard,61,Medium
26809,Mrs.,Julia,Morgan,1965-11-04,Single,Female,julia50@adventure-works.com,50000.0,3,Bachelors,Skilled Manual,No,Julia Morgan,60,Medium
26810,Mrs.,Melanie,Stewart,1965-05-13,Single,Female,melanie46@adventure-works.com,50000.0,3,Bachelors,Skilled Manual,No,Melanie Stewart,61,Medium
26811,Mrs.,Rachael,Sanchez,1965-10-04,Single,Female,rachael19@adventure-works.com,50000.0,3,Bachelors,Skilled Manual,Yes,Rachael Sanchez,60,Medium
26812,Mr.,James,Hernandez,1965-09-08,Married,Male,james68@adventure-works.com,50000.0,3,Bachelors,Skilled Manual,Yes,James Hernandez,60,Medium
26813,Mr.,Xavier,Diaz,1965-07-15,Single,Male,xavier62@adventure-works.com,50000.0,4,Bachelors,Skilled Manual,No,Xavier Diaz,60,Medium
26814,Mr.,Alex,Hernandez,1965-04-04,Married,Male,alex49@adventure-works.com,60000.0,0,Graduate Degree,Professional,Yes,Alex Hernandez,61,Medium
26815,Ms.,Erin,Cox,1965-05-03,Married,Female,erin15@adventure-works.com,60000.0,0,Graduate Degree,Professional,Yes,Erin Cox,61,Medium
26816,Mr.,Ronnie,Wu,1968-03-09,Married,Male,ronnie6@adventure-works.com,40000.0,0,Graduate Degree,Clerical,Yes,Ronnie Wu,58,Low
26817,Mr.,Melvin,Ashe,1968-10-22,Single,Male,melvin21@adventure-works.com,40000.0,0,Graduate Degree,Clerical,Yes,Melvin Ashe,57,Low
26818,Mr.,Eduardo,Coleman,1967-06-16,Single,Male,eduardo50@adventure-works.com,10000.0,3,High School,Manual,Yes,Eduardo Coleman,58,Low
26819,<Na>,Devin,Mitchell,1967-02-21,Married,Other,devin34@adventure-works.com,10000.0,3,High School,Manual,Yes,Devin Mitchell,59,Low
26820,Mrs.,Carol,Nath,1967-05-02,Married,Female,carol9@adventure-works.com,10000.0,3,Partial High School,Manual,Yes,Carol Nath,59,Low
26821,Mrs.,Tamara,Guo,1967-02-21,Married,Female,tamara7@adventure-works.com,10000.0,4,Partial High School,Manual,Yes,Tamara Guo,59,Low
26822,Mrs.,Cindy,Gonzalez,1967-02-09,Single,Female,cindy17@adventure-works.com,20000.0,1,Partial College,Manual,Yes,Cindy Gonzalez,59,Low
26823,Mrs.,Kaitlin,Raman,1967-05-02,Single,Female,kaitlin12@adventure-works.com,30000.0,1,Bachelors,Clerical,No,Kaitlin Raman,59,Low
26824,Mrs.,Theresa,Blanco,1966-03-06,Single,Female,theresa11@adventure-works.com,10000.0,4,Partial High School,Manual,Yes,Theresa Blanco,60,Low
26826,Mrs.,Kendra,Romero,1966-07-06,Single,Female,kendra9@adventure-works.com,10000.0,5,Partial High School,Manual,Yes,Kendra Romero,59,Low
26827,Ms.,Renee,Rubio,1967-01-18,Single,Female,renee19@adventure-works.com,40000.0,0,Bachelors,Clerical,No,Renee Rubio,59,Low
26828,Ms.,Stephanie,Rivera,1967-08-10,Married,Female,stephanie13@adventure-works.com,40000.0,0,Bachelors,Clerical,Yes,Stephanie Rivera,58,Low
26829,Ms.,Morgan,Evans,1967-09-23,Married,Female,morgan0@adventure-works.com,40000.0,0,Bachelors,Clerical,Yes,Morgan Evans,58,Low
26830,Mr.,Levi,Perez,1966-09-22,Married,Male,levi19@adventure-works.com,30000.0,1,Bachelors,Clerical,Yes,Levi Perez,59,Low
26831,Mr.,Drew,Raje,1966-03-04,Married,Male,drew15@adventure-works.com,30000.0,1,Bachelors,Clerical,Yes,Drew Raje,60,Low
26832,Mrs.,Kate,Xie,1966-02-03,Married,Female,kate2@adventure-works.com,30000.0,1,Bachelors,Skilled Manual,Yes,Kate Xie,60,Low
